,country_x,economic_variable,year_x,value,country_y,region,c_t,year_y,pr,cl,total,matching_score
2488,Estonia,Gini index,2013,35.0,Estonia,Europe,c,2022,38,56,94,1.0
2489,Estonia,Gini index,2014,34.0,Estonia,Europe,c,2022,38,56,94,1.0
2490,Estonia,Gini index,2015,32.0,Estonia,Europe,c,2022,38,56,94,1.0
2491,Estonia,Gini index,2016,31.0,Estonia,Europe,c,2022,38,56,94,1.0
2492,Estonia,Gini index,2017,30.0,Estonia,Europe,c,2022,38,56,94,1.0
2493,Estonia,Gini index,2018,30.0,Estonia,Europe,c,2022,38,56,94,1.0
2494,Estonia,Gini index,2019,30.0,Estonia,Europe,c,2022,38,56,94,1.0
2495,Estonia,Gini index,2020,,Estonia,Europe,c,2022,38,56,94,1.0
2496,Estonia,Income share held by highest 20%,2013,42.0,Estonia,Europe,c,2022,38,56,94,1.0
2497,Estonia,Income share held by highest 20%,2014,42.0,Estonia,Europe,c,2022,38,56,94,1.0
2498,Estonia,Income share held by highest 20%,2015,40.0,Estonia,Europe,c,2022,38,56,94,1.0
2499,Estonia,Income share held by highest 20%,2016,39.0,Estonia,Europe,c,2022,38,56,94,1.0
2500,Estonia,Income share held by highest 20%,2017,38.0,Estonia,Europe,c,2022,38,56,94,1.0
2501,Estonia,Income share held by highest 20%,2018,38.0,Estonia,Europe,c,2022,38,56,94,1.0
2502,Estonia,Income share held by highest 20%,2019,38.0,Estonia,Europe,c,2022,38,56,94,1.0
2503,Estonia,Income share held by highest 20%,2020,,Estonia,Europe,c,2022,38,56,94,1.0
2504,Estonia,Income share held by lowest 20%,2013,6.0,Estonia,Europe,c,2022,38,56,94,1.0
2505,Estonia,Income share held by lowest 20%,2014,7.0,Estonia,Europe,c,2022,38,56,94,1.0
2506,Estonia,Income share held by lowest 20%,2015,7.0,Estonia,Europe,c,2022,38,56,94,1.0
2507,Estonia,Income share held by lowest 20%,2016,7.0,Estonia,Europe,c,2022,38,56,94,1.0
2508,Estonia,Income share held by lowest 20%,2017,8.0,Estonia,Europe,c,2022,38,56,94,1.0
2509,Estonia,Income share held by lowest 20%,2018,8.0,Estonia,Europe,c,2022,38,56,94,1.0
2510,Estonia,Income share held by lowest 20%,2019,8.0,Estonia,Europe,c,2022,38,56,94,1.0
2511,Estonia,Income share held by lowest 20%,2020,,Estonia,Europe,c,2022,38,56,94,1.0
2512,Estonia,Total natural resources rents (% of GDP),2013,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2513,Estonia,Total natural resources rents (% of GDP),2014,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2514,Estonia,Total natural resources rents (% of GDP),2015,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2515,Estonia,Total natural resources rents (% of GDP),2016,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2516,Estonia,Total natural resources rents (% of GDP),2017,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2517,Estonia,Total natural resources rents (% of GDP),2018,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2518,Estonia,Total natural resources rents (% of GDP),2019,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2519,Estonia,Total natural resources rents (% of GDP),2020,1.0,Estonia,Europe,c,2022,38,56,94,1.0
2520,Eswatini,Adjusted net national income per capita (constant 2015 US$),2013,2824.0,Eswatini,Africa,c,2022,1,16,17,1.0
2521,Eswatini,Adjusted net national income per capita (constant 2015 US$),2014,2865.0,Eswatini,Africa,c,2022,1,16,17,1.0
2522,Eswatini,Adjusted net national income per capita (constant 2015 US$),2015,2910.0,Eswatini,Africa,c,2022,1,16,17,1.0
2523,Eswatini,Adjusted net national income per capita (constant 2015 US$),2016,2858.0,Eswatini,Africa,c,2022,1,16,17,1.0
2524,Eswatini,Adjusted net national income per capita (constant 2015 US$),2017,2829.0,Eswatini,Africa,c,2022,1,16,17,1.0
2525,Eswatini,Adjusted net national income per capita (constant 2015 US$),2018,3004.0,Eswatini,Africa,c,2022,1,16,17,1.0
2526,Eswatini,Adjusted net national income per capita (constant 2015 US$),2019,2887.0,Eswatini,Africa,c,2022,1,16,17,1.0
2527,Eswatini,Adjusted net national income per capita (constant 2015 US$),2020,2773.0,Eswatini,Africa,c,2022,1,16,17,1.0
2528,Eswatini,Gini index,2013,,Eswatini,Africa,c,2022,1,16,17,1.0
2529,Eswatini,Gini index,2014,,Eswatini,Africa,c,2022,1,16,17,1.0
2530,Eswatini,Gini index,2015,,Eswatini,Africa,c,2022,1,16,17,1.0
2531,Eswatini,Gini index,2016,54.0,Eswatini,Africa,c,2022,1,16,17,1.0
2532,Eswatini,Gini index,2017,,Eswatini,Africa,c,2022,1,16,17,1.0
2533,Eswatini,Gini index,2018,,Eswatini,Africa,c,2022,1,16,17,1.0
2534,Eswatini,Gini index,2019,,Eswatini,Africa,c,2022,1,16,17,1.0
2535,Eswatini,Gini index,2020,,Eswatini,Africa,c,2022,1,16,17,1.0
2536,Eswatini,Income share held by highest 20%,2013,,Eswatini,Africa,c,2022,1,16,17,1.0
2537,Eswatini,Income share held by highest 20%,2014,,Eswatini,Africa,c,2022,1,16,17,1.0
2538,Eswatini,Income share held by highest 20%,2015,,Eswatini,Africa,c,2022,1,16,17,1.0
2539,Eswatini,Income share held by highest 20%,2016,60.0,Eswatini,Africa,c,2022,1,16,17,1.0
2540,Eswatini,Income share held by highest 20%,2017,,Eswatini,Africa,c,2022,1,16,17,1.0
2541,Eswatini,Income share held by highest 20%,2018,,Eswatini,Africa,c,2022,1,16,17,1.0
2542,Eswatini,Income share held by highest 20%,2019,,Eswatini,Africa,c,2022,1,16,17,1.0
2543,Eswatini,Income share held by highest 20%,2020,,Eswatini,Africa,c,2022,1,16,17,1.0
2544,Eswatini,Income share held by lowest 20%,2013,,Eswatini,Africa,c,2022,1,16,17,1.0
2545,Eswatini,Income share held by lowest 20%,2014,,Eswatini,Africa,c,2022,1,16,17,1.0
2546,Eswatini,Income share held by lowest 20%,2015,,Eswatini,Africa,c,2022,1,16,17,1.0
2547,Eswatini,Income share held by lowest 20%,2016,3.0,Eswatini,Africa,c,2022,1,16,17,1.0
2548,Eswatini,Income share held by lowest 20%,2017,,Eswatini,Africa,c,2022,1,16,17,1.0
2549,Eswatini,Income share held by lowest 20%,2018,,Eswatini,Africa,c,2022,1,16,17,1.0
2550,Eswatini,Income share held by lowest 20%,2019,,Eswatini,Africa,c,2022,1,16,17,1.0
2551,Eswatini,Income share held by lowest 20%,2020,,Eswatini,Africa,c,2022,1,16,17,1.0
2552,Eswatini,Total natural resources rents (% of GDP),2013,4.0,Eswatini,Africa,c,2022,1,16,17,1.0
2553,Eswatini,Total natural resources rents (% of GDP),2014,3.0,Eswatini,Africa,c,2022,1,16,17,1.0
2554,Eswatini,Total natural resources rents (% of GDP),2015,3.0,Eswatini,Africa,c,2022,1,16,17,1.0
2555,Eswatini,Total natural resources rents (% of GDP),2016,4.0,Eswatini,Africa,c,2022,1,16,17,1.0
2556,Eswatini,Total natural resources rents (% of GDP),2017,4.0,Eswatini,Africa,c,2022,1,16,17,1.0
2557,Eswatini,Total natural resources rents (% of GDP),2018,3.0,Eswatini,Africa,c,2022,1,16,17,1.0
2558,Eswatini,Total natural resources rents (% of GDP),2019,3.0,Eswatini,Africa,c,2022,1,16,17,1.0
2559,Eswatini,Total natural resources rents (% of GDP),2020,3.0,Eswatini,Africa,c,2022,1,16,17,1.0
2560,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2013,401.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2561,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2014,447.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2562,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2015,483.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2563,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2016,540.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2564,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2017,580.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2565,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2018,627.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2566,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2019,675.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2567,Ethiopia,Adjusted net national income per capita (constant 2015 US$),2020,715.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2568,Ethiopia,Gini index,2013,,Ethiopia,Africa,c,2022,12,11,23,1.0
2569,Ethiopia,Gini index,2014,,Ethiopia,Africa,c,2022,12,11,23,1.0
2570,Ethiopia,Gini index,2015,35.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2571,Ethiopia,Gini index,2016,,Ethiopia,Africa,c,2022,12,11,23,1.0
2572,Ethiopia,Gini index,2017,,Ethiopia,Africa,c,2022,12,11,23,1.0
2573,Ethiopia,Gini index,2018,,Ethiopia,Africa,c,2022,12,11,23,1.0
2574,Ethiopia,Gini index,2019,,Ethiopia,Africa,c,2022,12,11,23,1.0
2575,Ethiopia,Gini index,2020,,Ethiopia,Africa,c,2022,12,11,23,1.0
2576,Ethiopia,Income share held by highest 20%,2013,,Ethiopia,Africa,c,2022,12,11,23,1.0
2577,Ethiopia,Income share held by highest 20%,2014,,Ethiopia,Africa,c,2022,12,11,23,1.0
2578,Ethiopia,Income share held by highest 20%,2015,43.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2579,Ethiopia,Income share held by highest 20%,2016,,Ethiopia,Africa,c,2022,12,11,23,1.0
2580,Ethiopia,Income share held by highest 20%,2017,,Ethiopia,Africa,c,2022,12,11,23,1.0
2581,Ethiopia,Income share held by highest 20%,2018,,Ethiopia,Africa,c,2022,12,11,23,1.0
2582,Ethiopia,Income share held by highest 20%,2019,,Ethiopia,Africa,c,2022,12,11,23,1.0
2583,Ethiopia,Income share held by highest 20%,2020,,Ethiopia,Africa,c,2022,12,11,23,1.0
2584,Ethiopia,Income share held by lowest 20%,2013,,Ethiopia,Africa,c,2022,12,11,23,1.0
2585,Ethiopia,Income share held by lowest 20%,2014,,Ethiopia,Africa,c,2022,12,11,23,1.0
2586,Ethiopia,Income share held by lowest 20%,2015,7.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2587,Ethiopia,Income share held by lowest 20%,2016,,Ethiopia,Africa,c,2022,12,11,23,1.0
2588,Ethiopia,Income share held by lowest 20%,2017,,Ethiopia,Africa,c,2022,12,11,23,1.0
2589,Ethiopia,Income share held by lowest 20%,2018,,Ethiopia,Africa,c,2022,12,11,23,1.0
2590,Ethiopia,Income share held by lowest 20%,2019,,Ethiopia,Africa,c,2022,12,11,23,1.0
2591,Ethiopia,Income share held by lowest 20%,2020,,Ethiopia,Africa,c,2022,12,11,23,1.0
2592,Ethiopia,Total natural resources rents (% of GDP),2013,13.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2593,Ethiopia,Total natural resources rents (% of GDP),2014,13.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2594,Ethiopia,Total natural resources rents (% of GDP),2015,12.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2595,Ethiopia,Total natural resources rents (% of GDP),2016,11.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2596,Ethiopia,Total natural resources rents (% of GDP),2017,9.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2597,Ethiopia,Total natural resources rents (% of GDP),2018,5.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2598,Ethiopia,Total natural resources rents (% of GDP),2019,5.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2599,Ethiopia,Total natural resources rents (% of GDP),2020,5.0,Ethiopia,Africa,c,2022,12,11,23,1.0
2600,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2013,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2601,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2014,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2602,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2015,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2603,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2016,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2604,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2017,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2605,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2018,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2606,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2019,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2607,Faroe Islands,Adjusted net national income per capita (constant 2015 US$),2020,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2608,Faroe Islands,Gini index,2013,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2609,Faroe Islands,Gini index,2014,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2610,Faroe Islands,Gini index,2015,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2611,Faroe Islands,Gini index,2016,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2612,Faroe Islands,Gini index,2017,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2613,Faroe Islands,Gini index,2018,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2614,Faroe Islands,Gini index,2019,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2615,Faroe Islands,Gini index,2020,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2616,Faroe Islands,Income share held by highest 20%,2013,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2617,Faroe Islands,Income share held by highest 20%,2014,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2618,Faroe Islands,Income share held by highest 20%,2015,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2619,Faroe Islands,Income share held by highest 20%,2016,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2620,Faroe Islands,Income share held by highest 20%,2017,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2621,Faroe Islands,Income share held by highest 20%,2018,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2622,Faroe Islands,Income share held by highest 20%,2019,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2623,Faroe Islands,Income share held by highest 20%,2020,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2624,Faroe Islands,Income share held by lowest 20%,2013,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2625,Faroe Islands,Income share held by lowest 20%,2014,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2626,Faroe Islands,Income share held by lowest 20%,2015,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2627,Faroe Islands,Income share held by lowest 20%,2016,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2628,Faroe Islands,Income share held by lowest 20%,2017,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2629,Faroe Islands,Income share held by lowest 20%,2018,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2630,Faroe Islands,Income share held by lowest 20%,2019,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2631,Faroe Islands,Income share held by lowest 20%,2020,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2632,Faroe Islands,Total natural resources rents (% of GDP),2013,0.0,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2633,Faroe Islands,Total natural resources rents (% of GDP),2014,0.0,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2634,Faroe Islands,Total natural resources rents (% of GDP),2015,0.0,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2635,Faroe Islands,Total natural resources rents (% of GDP),2016,0.0,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2636,Faroe Islands,Total natural resources rents (% of GDP),2017,0.0,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2637,Faroe Islands,Total natural resources rents (% of GDP),2018,0.0,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2638,Faroe Islands,Total natural resources rents (% of GDP),2019,0.0,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2639,Faroe Islands,Total natural resources rents (% of GDP),2020,,Solomon Islands,Asia,c,2022,30,49,79,0.434041815838466
2640,Fiji,Adjusted net national income per capita (constant 2015 US$),2013,,Fiji,Asia,c,2022,23,35,58,1.0
2641,Fiji,Adjusted net national income per capita (constant 2015 US$),2014,,Fiji,Asia,c,2022,23,35,58,1.0
2642,Fiji,Adjusted net national income per capita (constant 2015 US$),2015,4099.0,Fiji,Asia,c,2022,23,35,58,1.0
2643,Fiji,Adjusted net national income per capita (constant 2015 US$),2016,,Fiji,Asia,c,2022,23,35,58,1.0
2644,Fiji,Adjusted net national income per capita (constant 2015 US$),2017,,Fiji,Asia,c,2022,23,35,58,1.0
2645,Fiji,Adjusted net national income per capita (constant 2015 US$),2018,,Fiji,Asia,c,2022,23,35,58,1.0
2646,Fiji,Adjusted net national income per capita (constant 2015 US$),2019,,Fiji,Asia,c,2022,23,35,58,1.0
2647,Fiji,Adjusted net national income per capita (constant 2015 US$),2020,,Fiji,Asia,c,2022,23,35,58,1.0
2648,Fiji,Gini index,2013,36.0,Fiji,Asia,c,2022,23,35,58,1.0
2649,Fiji,Gini index,2014,,Fiji,Asia,c,2022,23,35,58,1.0
2650,Fiji,Gini index,2015,,Fiji,Asia,c,2022,23,35,58,1.0
2651,Fiji,Gini index,2016,,Fiji,Asia,c,2022,23,35,58,1.0
2652,Fiji,Gini index,2017,,Fiji,Asia,c,2022,23,35,58,1.0
2653,Fiji,Gini index,2018,,Fiji,Asia,c,2022,23,35,58,1.0
2654,Fiji,Gini index,2019,30.0,Fiji,Asia,c,2022,23,35,58,1.0
2655,Fiji,Gini index,2020,,Fiji,Asia,c,2022,23,35,58,1.0
2656,Fiji,Income share held by highest 20%,2013,44.0,Fiji,Asia,c,2022,23,35,58,1.0
2657,Fiji,Income share held by highest 20%,2014,,Fiji,Asia,c,2022,23,35,58,1.0
2658,Fiji,Income share held by highest 20%,2015,,Fiji,Asia,c,2022,23,35,58,1.0
2659,Fiji,Income share held by highest 20%,2016,,Fiji,Asia,c,2022,23,35,58,1.0
2660,Fiji,Income share held by highest 20%,2017,,Fiji,Asia,c,2022,23,35,58,1.0
2661,Fiji,Income share held by highest 20%,2018,,Fiji,Asia,c,2022,23,35,58,1.0
2662,Fiji,Income share held by highest 20%,2019,39.0,Fiji,Asia,c,2022,23,35,58,1.0
2663,Fiji,Income share held by highest 20%,2020,,Fiji,Asia,c,2022,23,35,58,1.0
2664,Fiji,Income share held by lowest 20%,2013,7.0,Fiji,Asia,c,2022,23,35,58,1.0
2665,Fiji,Income share held by lowest 20%,2014,,Fiji,Asia,c,2022,23,35,58,1.0
2666,Fiji,Income share held by lowest 20%,2015,,Fiji,Asia,c,2022,23,35,58,1.0
2667,Fiji,Income share held by lowest 20%,2016,,Fiji,Asia,c,2022,23,35,58,1.0
2668,Fiji,Income share held by lowest 20%,2017,,Fiji,Asia,c,2022,23,35,58,1.0
2669,Fiji,Income share held by lowest 20%,2018,,Fiji,Asia,c,2022,23,35,58,1.0
2670,Fiji,Income share held by lowest 20%,2019,8.0,Fiji,Asia,c,2022,23,35,58,1.0
2671,Fiji,Income share held by lowest 20%,2020,,Fiji,Asia,c,2022,23,35,58,1.0
2672,Fiji,Total natural resources rents (% of GDP),2013,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2673,Fiji,Total natural resources rents (% of GDP),2014,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2674,Fiji,Total natural resources rents (% of GDP),2015,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2675,Fiji,Total natural resources rents (% of GDP),2016,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2676,Fiji,Total natural resources rents (% of GDP),2017,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2677,Fiji,Total natural resources rents (% of GDP),2018,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2678,Fiji,Total natural resources rents (% of GDP),2019,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2679,Fiji,Total natural resources rents (% of GDP),2020,1.0,Fiji,Asia,c,2022,23,35,58,1.0
2680,Finland,Adjusted net national income per capita (constant 2015 US$),2013,34265.0,Finland,Europe,c,2022,40,60,100,1.0
2681,Finland,Adjusted net national income per capita (constant 2015 US$),2014,34470.0,Finland,Europe,c,2022,40,60,100,1.0
2682,Finland,Adjusted net national income per capita (constant 2015 US$),2015,35152.0,Finland,Europe,c,2022,40,60,100,1.0
2683,Finland,Adjusted net national income per capita (constant 2015 US$),2016,35845.0,Finland,Europe,c,2022,40,60,100,1.0
2684,Finland,Adjusted net national income per capita (constant 2015 US$),2017,36626.0,Finland,Europe,c,2022,40,60,100,1.0
2685,Finland,Adjusted net national income per capita (constant 2015 US$),2018,37328.0,Finland,Europe,c,2022,40,60,100,1.0
2686,Finland,Adjusted net national income per capita (constant 2015 US$),2019,37568.0,Finland,Europe,c,2022,40,60,100,1.0
2687,Finland,Adjusted net national income per capita (constant 2015 US$),2020,36614.0,Finland,Europe,c,2022,40,60,100,1.0
2688,Finland,Gini index,2013,27.0,Finland,Europe,c,2022,40,60,100,1.0
2689,Finland,Gini index,2014,26.0,Finland,Europe,c,2022,40,60,100,1.0
2690,Finland,Gini index,2015,27.0,Finland,Europe,c,2022,40,60,100,1.0
2691,Finland,Gini index,2016,27.0,Finland,Europe,c,2022,40,60,100,1.0
2692,Finland,Gini index,2017,27.0,Finland,Europe,c,2022,40,60,100,1.0
2693,Finland,Gini index,2018,27.0,Finland,Europe,c,2022,40,60,100,1.0
2694,Finland,Gini index,2019,27.0,Finland,Europe,c,2022,40,60,100,1.0
2695,Finland,Gini index,2020,,Finland,Europe,c,2022,40,60,100,1.0
2696,Finland,Income share held by highest 20%,2013,36.0,Finland,Europe,c,2022,40,60,100,1.0
2697,Finland,Income share held by highest 20%,2014,36.0,Finland,Europe,c,2022,40,60,100,1.0
2698,Finland,Income share held by highest 20%,2015,36.0,Finland,Europe,c,2022,40,60,100,1.0
2699,Finland,Income share held by highest 20%,2016,36.0,Finland,Europe,c,2022,40,60,100,1.0
2700,Finland,Income share held by highest 20%,2017,36.0,Finland,Europe,c,2022,40,60,100,1.0
2701,Finland,Income share held by highest 20%,2018,36.0,Finland,Europe,c,2022,40,60,100,1.0
2702,Finland,Income share held by highest 20%,2019,37.0,Finland,Europe,c,2022,40,60,100,1.0
2703,Finland,Income share held by highest 20%,2020,,Finland,Europe,c,2022,40,60,100,1.0
2704,Finland,Income share held by lowest 20%,2013,9.0,Finland,Europe,c,2022,40,60,100,1.0
2705,Finland,Income share held by lowest 20%,2014,9.0,Finland,Europe,c,2022,40,60,100,1.0
2706,Finland,Income share held by lowest 20%,2015,9.0,Finland,Europe,c,2022,40,60,100,1.0
2707,Finland,Income share held by lowest 20%,2016,9.0,Finland,Europe,c,2022,40,60,100,1.0
2708,Finland,Income share held by lowest 20%,2017,9.0,Finland,Europe,c,2022,40,60,100,1.0
2709,Finland,Income share held by lowest 20%,2018,9.0,Finland,Europe,c,2022,40,60,100,1.0
2710,Finland,Income share held by lowest 20%,2019,9.0,Finland,Europe,c,2022,40,60,100,1.0
2711,Finland,Income share held by lowest 20%,2020,,Finland,Europe,c,2022,40,60,100,1.0
2712,Finland,Total natural resources rents (% of GDP),2013,0.0,Finland,Europe,c,2022,40,60,100,1.0
2713,Finland,Total natural resources rents (% of GDP),2014,0.0,Finland,Europe,c,2022,40,60,100,1.0
2714,Finland,Total natural resources rents (% of GDP),2015,0.0,Finland,Europe,c,2022,40,60,100,1.0
2715,Finland,Total natural resources rents (% of GDP),2016,0.0,Finland,Europe,c,2022,40,60,100,1.0
2716,Finland,Total natural resources rents (% of GDP),2017,0.0,Finland,Europe,c,2022,40,60,100,1.0
2717,Finland,Total natural resources rents (% of GDP),2018,0.0,Finland,Europe,c,2022,40,60,100,1.0
2718,Finland,Total natural resources rents (% of GDP),2019,0.0,Finland,Europe,c,2022,40,60,100,1.0
2719,Finland,Total natural resources rents (% of GDP),2020,0.0,Finland,Europe,c,2022,40,60,100,1.0
2720,France,Adjusted net national income per capita (constant 2015 US$),2013,30009.0,France,Europe,c,2022,38,51,89,1.0
2721,France,Adjusted net national income per capita (constant 2015 US$),2014,30219.0,France,Europe,c,2022,38,51,89,1.0
2722,France,Adjusted net national income per capita (constant 2015 US$),2015,30878.0,France,Europe,c,2022,38,51,89,1.0
2723,France,Adjusted net national income per capita (constant 2015 US$),2016,31142.0,France,Europe,c,2022,38,51,89,1.0
2724,France,Adjusted net national income per capita (constant 2015 US$),2017,31675.0,France,Europe,c,2022,38,51,89,1.0
2725,France,Adjusted net national income per capita (constant 2015 US$),2018,31958.0,France,Europe,c,2022,38,51,89,1.0
2726,France,Adjusted net national income per capita (constant 2015 US$),2019,32473.0,France,Europe,c,2022,38,51,89,1.0
2727,France,Adjusted net national income per capita (constant 2015 US$),2020,29009.0,France,Europe,c,2022,38,51,89,1.0
2728,France,Gini index,2013,32.0,France,Europe,c,2022,38,51,89,1.0
2729,France,Gini index,2014,32.0,France,Europe,c,2022,38,51,89,1.0
2730,France,Gini index,2015,32.0,France,Europe,c,2022,38,51,89,1.0
2731,France,Gini index,2016,31.0,France,Europe,c,2022,38,51,89,1.0
2732,France,Gini index,2017,31.0,France,Europe,c,2022,38,51,89,1.0
2733,France,Gini index,2018,32.0,France,Europe,c,2022,38,51,89,1.0
2734,France,Gini index,2019,,France,Europe,c,2022,38,51,89,1.0
2735,France,Gini index,2020,,France,Europe,c,2022,38,51,89,1.0
2736,France,Income share held by highest 20%,2013,40.0,France,Europe,c,2022,38,51,89,1.0
2737,France,Income share held by highest 20%,2014,40.0,France,Europe,c,2022,38,51,89,1.0
2738,France,Income share held by highest 20%,2015,40.0,France,Europe,c,2022,38,51,89,1.0
2739,France,Income share held by highest 20%,2016,40.0,France,Europe,c,2022,38,51,89,1.0
2740,France,Income share held by highest 20%,2017,40.0,France,Europe,c,2022,38,51,89,1.0
2741,France,Income share held by highest 20%,2018,40.0,France,Europe,c,2022,38,51,89,1.0
2742,France,Income share held by highest 20%,2019,,France,Europe,c,2022,38,51,89,1.0
2743,France,Income share held by highest 20%,2020,,France,Europe,c,2022,38,51,89,1.0
2744,France,Income share held by lowest 20%,2013,8.0,France,Europe,c,2022,38,51,89,1.0
2745,France,Income share held by lowest 20%,2014,8.0,France,Europe,c,2022,38,51,89,1.0
2746,France,Income share held by lowest 20%,2015,7.0,France,Europe,c,2022,38,51,89,1.0
2747,France,Income share held by lowest 20%,2016,8.0,France,Europe,c,2022,38,51,89,1.0
2748,France,Income share held by lowest 20%,2017,8.0,France,Europe,c,2022,38,51,89,1.0
2749,France,Income share held by lowest 20%,2018,8.0,France,Europe,c,2022,38,51,89,1.0
2750,France,Income share held by lowest 20%,2019,,France,Europe,c,2022,38,51,89,1.0
2751,France,Income share held by lowest 20%,2020,,France,Europe,c,2022,38,51,89,1.0
2752,France,Total natural resources rents (% of GDP),2013,0.0,France,Europe,c,2022,38,51,89,1.0
2753,France,Total natural resources rents (% of GDP),2014,0.0,France,Europe,c,2022,38,51,89,1.0
2754,France,Total natural resources rents (% of GDP),2015,0.0,France,Europe,c,2022,38,51,89,1.0
2755,France,Total natural resources rents (% of GDP),2016,0.0,France,Europe,c,2022,38,51,89,1.0
2756,France,Total natural resources rents (% of GDP),2017,0.0,France,Europe,c,2022,38,51,89,1.0
2757,France,Total natural resources rents (% of GDP),2018,0.0,France,Europe,c,2022,38,51,89,1.0
