,country_x,economic_variable,Series Code,year_x,value,country_y,region,c_t,year_y,pr,cl,total,matching_score
3639,"Hong Kong SAR, China",Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3640,"Hong Kong SAR, China",Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3641,"Hong Kong SAR, China",Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3642,"Hong Kong SAR, China",Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3643,"Hong Kong SAR, China",Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3644,"Hong Kong SAR, China",Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3645,"Hong Kong SAR, China",Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3646,"Hong Kong SAR, China",Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3647,"Hong Kong SAR, China",Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3648,"Hong Kong SAR, China",Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3649,"Hong Kong SAR, China",Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3650,"Hong Kong SAR, China",Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3651,"Hong Kong SAR, China",Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3652,"Hong Kong SAR, China",Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3653,"Hong Kong SAR, China",Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,0.0,Hong Kong,Asia,t,2022,10,33,43,0.6658561631987083
3654,Hungary,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3655,Hungary,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,4.0,Hungary,Europe,c,2022,26,43,69,1.0
3656,Hungary,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,3.0,Hungary,Europe,c,2022,26,43,69,1.0
3657,Hungary,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,2.0,Hungary,Europe,c,2022,26,43,69,1.0
3658,Hungary,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.0,Hungary,Europe,c,2022,26,43,69,1.0
3659,Hungary,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.0,Hungary,Europe,c,2022,26,43,69,1.0
3660,Hungary,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,4.0,Hungary,Europe,c,2022,26,43,69,1.0
3661,Hungary,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,11705.0,Hungary,Europe,c,2022,26,43,69,1.0
3662,Hungary,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,12233.0,Hungary,Europe,c,2022,26,43,69,1.0
3663,Hungary,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,12717.0,Hungary,Europe,c,2022,26,43,69,1.0
3664,Hungary,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,13035.0,Hungary,Europe,c,2022,26,43,69,1.0
3665,Hungary,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,13628.0,Hungary,Europe,c,2022,26,43,69,1.0
3666,Hungary,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,14377.0,Hungary,Europe,c,2022,26,43,69,1.0
3667,Hungary,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,15082.0,Hungary,Europe,c,2022,26,43,69,1.0
3668,Hungary,Gini index,SI.POV.GINI,2013,31.0,Hungary,Europe,c,2022,26,43,69,1.0
3669,Hungary,Gini index,SI.POV.GINI,2014,30.0,Hungary,Europe,c,2022,26,43,69,1.0
3670,Hungary,Gini index,SI.POV.GINI,2015,30.0,Hungary,Europe,c,2022,26,43,69,1.0
3671,Hungary,Gini index,SI.POV.GINI,2016,30.0,Hungary,Europe,c,2022,26,43,69,1.0
3672,Hungary,Gini index,SI.POV.GINI,2017,30.0,Hungary,Europe,c,2022,26,43,69,1.0
3673,Hungary,Gini index,SI.POV.GINI,2018,29.0,Hungary,Europe,c,2022,26,43,69,1.0
3674,Hungary,Gini index,SI.POV.GINI,2019,30.0,Hungary,Europe,c,2022,26,43,69,1.0
3675,Hungary,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3676,Hungary,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3677,Hungary,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3678,Hungary,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3679,Hungary,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3680,Hungary,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3681,Hungary,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,1.0,Hungary,Europe,c,2022,26,43,69,1.0
3682,Hungary,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,22.0,Hungary,Europe,c,2022,26,43,69,1.0
3683,Hungary,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,23.0,Hungary,Europe,c,2022,26,43,69,1.0
3684,Hungary,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,23.0,Hungary,Europe,c,2022,26,43,69,1.0
3685,Hungary,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,23.0,Hungary,Europe,c,2022,26,43,69,1.0
3686,Hungary,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,22.0,Hungary,Europe,c,2022,26,43,69,1.0
3687,Hungary,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,22.0,Hungary,Europe,c,2022,26,43,69,1.0
3688,Hungary,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,22.0,Hungary,Europe,c,2022,26,43,69,1.0
3689,Hungary,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,0.0,Hungary,Europe,c,2022,26,43,69,1.0
3690,Hungary,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,0.0,Hungary,Europe,c,2022,26,43,69,1.0
3691,Hungary,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,0.0,Hungary,Europe,c,2022,26,43,69,1.0
3692,Hungary,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,0.0,Hungary,Europe,c,2022,26,43,69,1.0
3693,Hungary,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,0.0,Hungary,Europe,c,2022,26,43,69,1.0
3694,Hungary,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,0.0,Hungary,Europe,c,2022,26,43,69,1.0
3695,Hungary,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,0.0,Hungary,Europe,c,2022,26,43,69,1.0
3696,Iceland,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,4.0,Iceland,Europe,c,2022,37,57,94,1.0
3697,Iceland,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,1.0,Iceland,Europe,c,2022,37,57,94,1.0
3698,Iceland,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,4.0,Iceland,Europe,c,2022,37,57,94,1.0
3699,Iceland,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,6.0,Iceland,Europe,c,2022,37,57,94,1.0
3700,Iceland,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.0,Iceland,Europe,c,2022,37,57,94,1.0
3701,Iceland,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.0,Iceland,Europe,c,2022,37,57,94,1.0
3702,Iceland,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,2.0,Iceland,Europe,c,2022,37,57,94,1.0
3703,Iceland,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,50946.0,Iceland,Europe,c,2022,37,57,94,1.0
3704,Iceland,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,51233.0,Iceland,Europe,c,2022,37,57,94,1.0
3705,Iceland,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,52951.0,Iceland,Europe,c,2022,37,57,94,1.0
3706,Iceland,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,55513.0,Iceland,Europe,c,2022,37,57,94,1.0
3707,Iceland,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,56501.0,Iceland,Europe,c,2022,37,57,94,1.0
3708,Iceland,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,57697.0,Iceland,Europe,c,2022,37,57,94,1.0
3709,Iceland,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,57806.0,Iceland,Europe,c,2022,37,57,94,1.0
3710,Iceland,Gini index,SI.POV.GINI,2013,25.0,Iceland,Europe,c,2022,37,57,94,1.0
3711,Iceland,Gini index,SI.POV.GINI,2014,27.0,Iceland,Europe,c,2022,37,57,94,1.0
3712,Iceland,Gini index,SI.POV.GINI,2015,26.0,Iceland,Europe,c,2022,37,57,94,1.0
3713,Iceland,Gini index,SI.POV.GINI,2016,27.0,Iceland,Europe,c,2022,37,57,94,1.0
3714,Iceland,Gini index,SI.POV.GINI,2017,26.0,Iceland,Europe,c,2022,37,57,94,1.0
3715,Iceland,Gini index,SI.POV.GINI,2018,,Iceland,Europe,c,2022,37,57,94,1.0
3716,Iceland,Gini index,SI.POV.GINI,2019,,Iceland,Europe,c,2022,37,57,94,1.0
3717,Iceland,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,1.0,Iceland,Europe,c,2022,37,57,94,1.0
3718,Iceland,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,1.0,Iceland,Europe,c,2022,37,57,94,1.0
3719,Iceland,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,2.0,Iceland,Europe,c,2022,37,57,94,1.0
3720,Iceland,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,2.0,Iceland,Europe,c,2022,37,57,94,1.0
3721,Iceland,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,2.0,Iceland,Europe,c,2022,37,57,94,1.0
3722,Iceland,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,2.0,Iceland,Europe,c,2022,37,57,94,1.0
3723,Iceland,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,2.0,Iceland,Europe,c,2022,37,57,94,1.0
3724,Iceland,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,21.0,Iceland,Europe,c,2022,37,57,94,1.0
3725,Iceland,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,24.0,Iceland,Europe,c,2022,37,57,94,1.0
3726,Iceland,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,22.0,Iceland,Europe,c,2022,37,57,94,1.0
3727,Iceland,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,37.0,Iceland,Europe,c,2022,37,57,94,1.0
3728,Iceland,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,23.0,Iceland,Europe,c,2022,37,57,94,1.0
3729,Iceland,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,22.0,Iceland,Europe,c,2022,37,57,94,1.0
3730,Iceland,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,21.0,Iceland,Europe,c,2022,37,57,94,1.0
3731,Iceland,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,0.0,Iceland,Europe,c,2022,37,57,94,1.0
3732,Iceland,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,0.0,Iceland,Europe,c,2022,37,57,94,1.0
3733,Iceland,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,0.0,Iceland,Europe,c,2022,37,57,94,1.0
3734,Iceland,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,0.0,Iceland,Europe,c,2022,37,57,94,1.0
3735,Iceland,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,0.0,Iceland,Europe,c,2022,37,57,94,1.0
3736,Iceland,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,0.0,Iceland,Europe,c,2022,37,57,94,1.0
3737,Iceland,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,0.0,Iceland,Europe,c,2022,37,57,94,1.0
3738,India,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,6.0,India,Asia,c,2022,33,33,66,1.0
3739,India,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,7.0,India,Asia,c,2022,33,33,66,1.0
3740,India,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,7.0,India,Asia,c,2022,33,33,66,1.0
3741,India,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,8.0,India,Asia,c,2022,33,33,66,1.0
3742,India,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,6.0,India,Asia,c,2022,33,33,66,1.0
3743,India,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,6.0,India,Asia,c,2022,33,33,66,1.0
3744,India,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,3.0,India,Asia,c,2022,33,33,66,1.0
3745,India,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,1404.0,India,Asia,c,2022,33,33,66,1.0
3746,India,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,1490.0,India,Asia,c,2022,33,33,66,1.0
3747,India,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,1590.0,India,Asia,c,2022,33,33,66,1.0
3748,India,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,1701.0,India,Asia,c,2022,33,33,66,1.0
3749,India,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,1795.0,India,Asia,c,2022,33,33,66,1.0
3750,India,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,1891.0,India,Asia,c,2022,33,33,66,1.0
3751,India,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,1941.0,India,Asia,c,2022,33,33,66,1.0
3752,India,Gini index,SI.POV.GINI,2013,,India,Asia,c,2022,33,33,66,1.0
3753,India,Gini index,SI.POV.GINI,2014,,India,Asia,c,2022,33,33,66,1.0
3754,India,Gini index,SI.POV.GINI,2015,34.0,India,Asia,c,2022,33,33,66,1.0
3755,India,Gini index,SI.POV.GINI,2016,34.0,India,Asia,c,2022,33,33,66,1.0
3756,India,Gini index,SI.POV.GINI,2017,35.0,India,Asia,c,2022,33,33,66,1.0
3757,India,Gini index,SI.POV.GINI,2018,34.0,India,Asia,c,2022,33,33,66,1.0
3758,India,Gini index,SI.POV.GINI,2019,35.0,India,Asia,c,2022,33,33,66,1.0
3759,India,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,0.0,India,Asia,c,2022,33,33,66,1.0
3760,India,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,0.0,India,Asia,c,2022,33,33,66,1.0
3761,India,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,0.0,India,Asia,c,2022,33,33,66,1.0
3762,India,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,0.0,India,Asia,c,2022,33,33,66,1.0
3763,India,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,0.0,India,Asia,c,2022,33,33,66,1.0
3764,India,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,0.0,India,Asia,c,2022,33,33,66,1.0
3765,India,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,,India,Asia,c,2022,33,33,66,1.0
3766,India,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,11.0,India,Asia,c,2022,33,33,66,1.0
3767,India,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,9.0,India,Asia,c,2022,33,33,66,1.0
3768,India,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,10.0,India,Asia,c,2022,33,33,66,1.0
3769,India,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,11.0,India,Asia,c,2022,33,33,66,1.0
3770,India,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,11.0,India,Asia,c,2022,33,33,66,1.0
3771,India,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,12.0,India,Asia,c,2022,33,33,66,1.0
3772,India,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,,India,Asia,c,2022,33,33,66,1.0
3773,India,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,3.0,India,Asia,c,2022,33,33,66,1.0
3774,India,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,2.0,India,Asia,c,2022,33,33,66,1.0
3775,India,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,1.0,India,Asia,c,2022,33,33,66,1.0
3776,India,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,1.0,India,Asia,c,2022,33,33,66,1.0
3777,India,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,1.0,India,Asia,c,2022,33,33,66,1.0
3778,India,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,2.0,India,Asia,c,2022,33,33,66,1.0
3779,India,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,1.0,India,Asia,c,2022,33,33,66,1.0
3780,Indonesia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,5.0,Indonesia,Asia,c,2022,30,29,59,1.0
3781,Indonesia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,5.0,Indonesia,Asia,c,2022,30,29,59,1.0
3782,Indonesia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,4.0,Indonesia,Asia,c,2022,30,29,59,1.0
3783,Indonesia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,5.0,Indonesia,Asia,c,2022,30,29,59,1.0
3784,Indonesia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,5.0,Indonesia,Asia,c,2022,30,29,59,1.0
3785,Indonesia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,5.0,Indonesia,Asia,c,2022,30,29,59,1.0
3786,Indonesia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,5.0,Indonesia,Asia,c,2022,30,29,59,1.0
3787,Indonesia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,3086.0,Indonesia,Asia,c,2022,30,29,59,1.0
3788,Indonesia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,3203.0,Indonesia,Asia,c,2022,30,29,59,1.0
3789,Indonesia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,3322.0,Indonesia,Asia,c,2022,30,29,59,1.0
3790,Indonesia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,3453.0,Indonesia,Asia,c,2022,30,29,59,1.0
3791,Indonesia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,3591.0,Indonesia,Asia,c,2022,30,29,59,1.0
3792,Indonesia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,3741.0,Indonesia,Asia,c,2022,30,29,59,1.0
3793,Indonesia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,3892.0,Indonesia,Asia,c,2022,30,29,59,1.0
3794,Indonesia,Gini index,SI.POV.GINI,2013,40.0,Indonesia,Asia,c,2022,30,29,59,1.0
3795,Indonesia,Gini index,SI.POV.GINI,2014,40.0,Indonesia,Asia,c,2022,30,29,59,1.0
3796,Indonesia,Gini index,SI.POV.GINI,2015,40.0,Indonesia,Asia,c,2022,30,29,59,1.0
3797,Indonesia,Gini index,SI.POV.GINI,2016,39.0,Indonesia,Asia,c,2022,30,29,59,1.0
3798,Indonesia,Gini index,SI.POV.GINI,2017,38.0,Indonesia,Asia,c,2022,30,29,59,1.0
3799,Indonesia,Gini index,SI.POV.GINI,2018,38.0,Indonesia,Asia,c,2022,30,29,59,1.0
3800,Indonesia,Gini index,SI.POV.GINI,2019,37.0,Indonesia,Asia,c,2022,30,29,59,1.0
3801,Indonesia,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2013,0.0,Indonesia,Asia,c,2022,30,29,59,1.0
3802,Indonesia,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2014,,Indonesia,Asia,c,2022,30,29,59,1.0
3803,Indonesia,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2015,,Indonesia,Asia,c,2022,30,29,59,1.0
3804,Indonesia,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2016,0.0,Indonesia,Asia,c,2022,30,29,59,1.0
3805,Indonesia,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2017,0.0,Indonesia,Asia,c,2022,30,29,59,1.0
3806,Indonesia,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2018,0.0,Indonesia,Asia,c,2022,30,29,59,1.0
3807,Indonesia,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2019,0.0,Indonesia,Asia,c,2022,30,29,59,1.0
3808,Indonesia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2013,11.0,Indonesia,Asia,c,2022,30,29,59,1.0
3809,Indonesia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2014,10.0,Indonesia,Asia,c,2022,30,29,59,1.0
3810,Indonesia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2015,10.0,Indonesia,Asia,c,2022,30,29,59,1.0
3811,Indonesia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2016,10.0,Indonesia,Asia,c,2022,30,29,59,1.0
3812,Indonesia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2017,9.0,Indonesia,Asia,c,2022,30,29,59,1.0
3813,Indonesia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2018,10.0,Indonesia,Asia,c,2022,30,29,59,1.0
3814,Indonesia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2019,9.0,Indonesia,Asia,c,2022,30,29,59,1.0
3815,Indonesia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2013,5.0,Indonesia,Asia,c,2022,30,29,59,1.0
3816,Indonesia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2014,4.0,Indonesia,Asia,c,2022,30,29,59,1.0
3817,Indonesia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2015,3.0,Indonesia,Asia,c,2022,30,29,59,1.0
3818,Indonesia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2016,2.0,Indonesia,Asia,c,2022,30,29,59,1.0
3819,Indonesia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2017,3.0,Indonesia,Asia,c,2022,30,29,59,1.0
3820,Indonesia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2018,4.0,Indonesia,Asia,c,2022,30,29,59,1.0
3821,Indonesia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2019,3.0,Indonesia,Asia,c,2022,30,29,59,1.0
3822,"Iran, Islamic Rep.",GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,-1.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3823,"Iran, Islamic Rep.",GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,4.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3824,"Iran, Islamic Rep.",GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,-1.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3825,"Iran, Islamic Rep.",GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,8.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3826,"Iran, Islamic Rep.",GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,2.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3827,"Iran, Islamic Rep.",GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,-2.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3828,"Iran, Islamic Rep.",GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,-2.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3829,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2013,5027.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3830,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2014,5178.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3831,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2015,4990.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3832,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2016,5332.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3833,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017,5401.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3834,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018,5211.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3835,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2019,5017.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3836,"Iran, Islamic Rep.",Gini index,SI.POV.GINI,2013,37.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3837,"Iran, Islamic Rep.",Gini index,SI.POV.GINI,2014,38.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
3838,"Iran, Islamic Rep.",Gini index,SI.POV.GINI,2015,39.0,Iran,Middle East,c,2022,4,10,14,0.44764725479510215
