Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Canada,CAN,Income share held by lowest 20%,SI.DST.FRST.20,6.9,6.7,7.1,6.9,7.3,7.1,..,..,..,..
Canada,CAN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.80426454225357,1.91552695427973,1.64883828165497,0.335525991715679,0.779091495956499,1.23155103865133,2.12446559041552,1.98698357557699,1.4957811159159,..
Cayman Islands,CYM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,0,..
Central African Republic,CAF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,497.978590315873,283.448456434119,273.270069637372,289.304854139139,325.428167595252,307.007178008727,371.823532200727,367.534197098993,350.347003013256,..
Central African Republic,CAF,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,9.16043149307418,12.8853108306492,11.2660722505138,12.6926233946448,13.0582628927504,13.4175849973314,10.8643090896974,9.80816733975941,9.32276769506711,..
Chad,TCD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,633.493952514669,641.976529586933,659.387395834163,593.102378367644,532.233698702056,436.128515112725,460.541324308683,466.595756222164,379.24305392895,..
Chad,TCD,Gini index,SI.POV.GINI,..,..,..,..,..,..,37.5,..,..,..
Chad,TCD,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,45.2,..,..,..
Chad,TCD,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,7.1,..,..,..
Chad,TCD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,26.6180284204614,22.7146780136798,21.719798748578,13.2002505902492,13.26104072875,21.3806476332723,24.5655738325211,21.8675140765723,15.7568751972061,..
Channel Islands,CHI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,10564.5486636006,10660.3488273602,10958.0164723015,11295.9146075322,11168.3419000648,11043.7700875595,10857.1059433494,10753.6101495213,10454.2734710551,..
Chile,CHL,Gini index,SI.POV.GINI,..,45.8,..,44.4,..,44.4,..,..,44.9,..
Chile,CHL,Income share held by highest 20%,SI.DST.05TH.20,..,52.6,..,51.2,..,51.3,..,..,51.6,..
Chile,CHL,Income share held by lowest 20%,SI.DST.FRST.20,..,5.5,..,5.7,..,5.8,..,..,5.5,..
Chile,CHL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,9.07551072850474,7.62692784459771,6.83858746427704,4.02848854160475,3.19954739747282,5.29785467324795,5.76285982731167,4.85196740466377,2.97239409331009,..
China,CHN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4997.14446792127,5259.4390746936,5679.21302743871,6039.91927073706,6498.42616953936,6901.2892336865,7143.9893774292,7453.10218637727,7438.69830354345,..
China,CHN,Gini index,SI.POV.GINI,42.2,39.7,39.2,38.6,38.5,39.1,38.5,38.2,..,..
China,CHN,Income share held by highest 20%,SI.DST.05TH.20,47.8,46.3,45.8,45.4,45.3,45.9,45.4,45.3,..,..
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,5.3,6.2,6.2,6.4,6.5,6.4,6.5,6.7,..,..
China,CHN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.15448713100282,3.02769078330869,2.30858208679266,1.17793163920512,1.055275703563,1.33293594236298,1.47794127719618,1.13878110598704,1.08957546413071,..
Colombia,COL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4602.8672233213,4846.81455096512,5064.66633347461,5214.13076009083,5298.05318707577,5270.05048181314,5286.56620158807,5371.25736819675,4946.49301826212,..
Colombia,COL,Gini index,SI.POV.GINI,52.6,52.6,52.6,51,50.6,49.7,50.4,51.3,54.2,..
Colombia,COL,Income share held by highest 20%,SI.DST.05TH.20,57.3,57.3,57.2,55.8,55.5,54.8,55.4,56.2,58.3,..
Colombia,COL,Income share held by lowest 20%,SI.DST.FRST.20,3.5,3.5,3.6,3.8,3.9,4.1,4,3.7,2.8,..
Colombia,COL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,8.02804865041357,7.34481699840736,6.37139761238593,3.68401847687382,2.97267630250384,3.8490062626813,5.02867928367672,4.69333604689277,3.78274426034005,..
Comoros,COM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1096.1138735682,1126.9778788461,1139.42771897696,1190.47447417962,1211.36816090512,1253.49023523221,1285.30173506906,1260.76584858646,1195.56904626336,..
Comoros,COM,Gini index,SI.POV.GINI,..,..,45.3,..,..,..,..,..,..,..
Comoros,COM,Income share held by highest 20%,SI.DST.05TH.20,..,..,50.4,..,..,..,..,..,..,..
Comoros,COM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,4.5,..,..,..,..,..,..,..
Comoros,COM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.91403021358814,1.81491870133461,1.97695678327073,2.46576426854999,2.50675650881123,2.36385148023825,1.45730020542914,1.48734271823604,1.50375767893313,..
"Congo, Dem. Rep.",COD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,291.539810134675,315.931016862185,308.794333314998,324.172421250564,326.935399754374,378.336776128222,426.300803627902,419.823919061826,431.525792181082,..
"Congo, Dem. Rep.",COD,Gini index,SI.POV.GINI,42.1,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Income share held by highest 20%,SI.DST.05TH.20,48.4,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Income share held by lowest 20%,SI.DST.FRST.20,5.5,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,26.853521177543,25.4788171342127,24.6163352651939,20.1173479162779,20.5873591961768,24.6828565203901,17.9302734713869,13.773919343082,14.8842748515381,..
"Congo, Rep.",COG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1361.3590960774,1712.0633393155,1860.52085772218,1564.24963150416,1221.14660864873,852.249182267031,733.553333691622,528.109126931595,511.342178673003,..
"Congo, Rep.",COG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,45.6321785603628,36.334337208159,32.0812837653178,17.4525137885482,18.0638043165307,33.3496986248814,47.4371556524961,45.9765831464206,37.394862479907,..
Costa Rica,CRI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,9608.8926393219,9730.26333078609,9971.78708068162,10441.5474387342,10884.4619318625,11022.6094296225,11118.5122970099,11177.9555096859,10649.9883383449,..
Costa Rica,CRI,Gini index,SI.POV.GINI,48.4,49.2,48.6,48.4,48.7,48.3,48,48.2,49.3,..
Costa Rica,CRI,Income share held by highest 20%,SI.DST.05TH.20,53.6,54.2,53.9,53.9,54,54,53.3,53.7,54.4,..
Costa Rica,CRI,Income share held by lowest 20%,SI.DST.FRST.20,4.2,4.1,4.2,4.3,4.2,4.4,4.3,4.4,4,..
Costa Rica,CRI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.17602665284066,1.22119530251854,1.33531904847465,1.11387842489714,1.21735308739301,1.12826786546361,0.934956585459435,0.75601330873668,0.921519197227194,..
Cote d'Ivoire,CIV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1026.39017854702,1076.82755788286,1245.43881293766,1835.91619322892,1924.20420919677,1990.62584031632,2089.45414044585,2142.32660598452,2242.92401453426,..
Cote d'Ivoire,CIV,Gini index,SI.POV.GINI,..,..,..,41.5,..,..,37.2,..,..,..
Cote d'Ivoire,CIV,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,47.8,..,..,44.7,..,..,..
Cote d'Ivoire,CIV,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,5.7,..,..,7,..,..,..
Cote d'Ivoire,CIV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.94103202404152,4.63020549148294,5.33657023430716,3.25900007134464,3.28500561238323,3.61667997763266,3.34335409374428,3.31594644810376,2.02454936625273,..
Croatia,HRV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,9184.69947212618,9390.12059253454,9405.89007897204,9971.90402462815,10202.3190849549,10891.8448394517,11377.976355979,11909.2938341477,11146.7449802416,..
Croatia,HRV,Gini index,SI.POV.GINI,32.5,32,32.1,31.1,30.9,30.4,29.7,28.9,..,..
Croatia,HRV,Income share held by highest 20%,SI.DST.05TH.20,39.5,39.1,39.1,38.4,38.3,37.9,37.7,37,..,..
Croatia,HRV,Income share held by lowest 20%,SI.DST.FRST.20,6.9,7.1,7.1,7.3,7.3,7.4,7.8,8,..,..
Croatia,HRV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.29138075634093,1.14365668404718,0.893464981706107,0.685797652640987,0.525637829453674,0.690234489031716,0.781194028335236,0.656718048327641,0.521395681829882,..
Cuba,CUB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,6024.22306800115,6194.30583242197,6366.76102333643,6703.92337087122,6930.86890879015,7034.85656755798,7115.40181485418,..,..,..
Cuba,CUB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.21701608803425,1.74568193843537,1.66414991545764,0.693771238303872,0.443405195185541,0.653750044120567,1.01611832621726,0.856625906817222,0.6352428452995,..
Curacao,CUW,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,0,..
Cyprus,CYP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,20754.287109375,19088.42578125,18571.71484375,20097.61328125,20938.51953125,22345.701171875,23099.0546875,23689.181640625,21381.638671875,..
Cyprus,CYP,Gini index,SI.POV.GINI,34.3,37,35.6,34,32.9,31.4,32.7,31.2,..,..
Cyprus,CYP,Income share held by highest 20%,SI.DST.05TH.20,42.7,45.1,43.6,42.1,41.4,40.2,41.4,40.1,..,..
Cyprus,CYP,Income share held by lowest 20%,SI.DST.FRST.20,8,7.7,7.6,7.8,8.2,8.4,8.4,8.5,..,..
Cyprus,CYP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0623096687696365,0.0418521390977949,0.0326851233517136,0.0199247350711776,0.00120034951696787,0.00540952141787722,0.00468975838030147,0.00363982872805685,0.00585601105485623,..
Czechia,CZE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,11677.0120702153,11765.492486922,12159.2787126339,12891.1053217408,13312.7619822395,14111.5063459665,14549.2692776865,14840.3203533781,14283.0289950361,..
Czechia,CZE,Gini index,SI.POV.GINI,26.1,26.5,25.9,25.9,25.4,24.9,25,25.3,..,..
Czechia,CZE,Income share held by highest 20%,SI.DST.05TH.20,36.1,36.4,36,35.9,35.8,35.4,35.5,35.7,..,..
Czechia,CZE,Income share held by lowest 20%,SI.DST.FRST.20,9.6,9.4,9.7,9.7,10,10.2,10.2,10.1,..,..
Czechia,CZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.656609002578063,0.392069922298067,0.349760105048007,0.312832331702564,0.309346651338204,0.371019664605227,0.387667241134313,0.400487309261449,0.438722195453132,..
Denmark,DNK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,42430.4871379748,43487.7291709312,44950.7112845789,45788.0397874251,46541.7189737799,47382.3534911794,48215.8462656985,49015.8374980095,48539.7326733731,..
Denmark,DNK,Gini index,SI.POV.GINI,27.8,28.5,28.4,28.2,28.2,28.7,28.2,27.7,..,..
Denmark,DNK,Income share held by highest 20%,SI.DST.05TH.20,37.3,37.9,37.7,37.7,37.6,38.1,37.7,37.3,..,..
Denmark,DNK,Income share held by lowest 20%,SI.DST.FRST.20,9.3,9.1,9.1,9.4,9.2,9.1,9.3,9.5,..,..
Denmark,DNK,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.67878085919107,1.26725284895232,1.01591221426787,0.5339952519436,0.362076363570522,0.511861183933136,0.635279985201664,0.487174447648189,0.219520566615741,..
Djibouti,DJI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,1681.71352564316,1911.70330379636,2073.30519622216,2102.77895145836,2107.41815195439,2373.311550457,2617.88241287868,2599.50332944112,..
Djibouti,DJI,Gini index,SI.POV.GINI,45.1,44.1,..,..,..,41.6,..,..,..,..
Djibouti,DJI,Income share held by highest 20%,SI.DST.05TH.20,50.3,50,..,..,..,47.6,..,..,..,..
Djibouti,DJI,Income share held by lowest 20%,SI.DST.FRST.20,4.3,4.9,..,..,..,5.4,..,..,..,..
Djibouti,DJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.893774805010804,0.522615829497332,0.788998443305753,0.661014489556327,0.484687692682649,0.573709927114087,0.267564658241047,0.331863659175182,0.299293543448835,..
Dominica,DMA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,6242.57095641936,..,..,..,..,..,..
Dominica,DMA,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0413322647049234,0.0491938206258817,0.0651451844434981,0.0474677077261649,0.0602343950091531,0.0561299311430553,0.0349041033801395,0.0282747611952086,0.0457722362182372,..
Dominican Republic,DOM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,5295.3998393279,5368.09228775754,5667.80377564322,6231.48448824311,6608.59299697696,6703.45594663726,7034.25435552505,7311.1921347193,6364.24698444439,..
Dominican Republic,DOM,Gini index,SI.POV.GINI,46.1,47.7,44.3,45.2,45.7,42.2,43.7,41.9,39.6,..
Dominican Republic,DOM,Income share held by highest 20%,SI.DST.05TH.20,52,53.6,50.2,51.1,51.5,48.9,50.1,48.6,46.5,..
Dominican Republic,DOM,Income share held by lowest 20%,SI.DST.FRST.20,4.9,4.8,5.1,5,4.9,5.9,5.8,6,6.2,..
Dominican Republic,DOM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.446722351167802,1.02497349357175,1.03747270073843,0.535347858229341,1.28194793214966,1.03536865750082,0.868758582349052,1.0554041392353,1.3723773397218,..
Ecuador,ECU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4763.93297902109,5009.22638238175,5114.85637524586,4960.46255328615,4770.98828572523,4831.8754333273,4690.04970553377,4562.0146549638,4051.7641452646,..
Ecuador,ECU,Gini index,SI.POV.GINI,46.1,46.9,45,46,45,44.7,45.4,45.7,47.3,..
Ecuador,ECU,Income share held by highest 20%,SI.DST.05TH.20,51.1,52.2,50.6,51.3,50.5,50.1,51,51,52.3,..
Ecuador,ECU,Income share held by lowest 20%,SI.DST.FRST.20,4.3,4.5,4.8,4.6,4.7,4.7,4.6,4.5,4.1,..
Ecuador,ECU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,14.3200125710124,13.0933781147297,11.5888239142951,4.78646712008494,3.7152296705179,5.44100594391504,7.49992801089728,6.89882108613169,4.75666507381545,..
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2802.76790491539,2833.74683103904,2868.78093171394,3047.6510209471,3115.37456689439,3008.81122638015,3073.91338979693,3172.8631156263,3306.27526294464,..
"Egypt, Arab Rep.",EGY,Gini index,SI.POV.GINI,28.3,..,..,31.8,..,31.5,..,..,..,..
"Egypt, Arab Rep.",EGY,Income share held by highest 20%,SI.DST.05TH.20,38.6,..,..,41.5,..,41,..,..,..,..
"Egypt, Arab Rep.",EGY,Income share held by lowest 20%,SI.DST.FRST.20,9.8,..,..,9.1,..,9,..,..,..,..
"Egypt, Arab Rep.",EGY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,10.9204850171266,9.97929851589192,8.35983683800846,4.17972714878233,3.04613110324573,5.45357582940589,6.96100968377368,4.98764114818107,2.69101761584955,..
El Salvador,SLV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3017.67680049916,3005.56495767878,3019.19235213105,3125.43443357589,3187.12146732891,3183.07571380321,3182.92745172766,3315.38807526692,3025.475392566,..
El Salvador,SLV,Gini index,SI.POV.GINI,41.8,43.4,41.6,40.6,40,38,38.6,38.8,..,..
El Salvador,SLV,Income share held by highest 20%,SI.DST.05TH.20,48.2,49.6,48,47.2,46.4,44.7,45.2,45.6,..,..
El Salvador,SLV,Income share held by lowest 20%,SI.DST.FRST.20,5.7,5.5,5.8,6.1,5.9,6.4,6.2,6.3,..,..
El Salvador,SLV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.769149556408969,0.877346668551486,1.05479036830975,0.850742982932215,1.0221138126124,0.888053479390177,0.661344992571905,0.559981380657096,0.755814178865303,..
Equatorial Guinea,GNQ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,3689.22687951045,4235.27894829446,4518.00887066973,4740.58185602548,4092.72779346427,3416.34645859672,3244.25617423321,2814.51746672409,2447.75301002838,..
Equatorial Guinea,GNQ,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,39.7062368116545,34.7819514658446,29.0734426687385,18.0089616783347,16.0466543598146,22.9699274417621,30.4818325339651,27.1809683703392,23.3524208425472,..
Eritrea,ERI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,12651.7986865528,13226.2386956504,13842.3194133849,14201.4186596756,14875.6502415928,15591.0077448518,16425.9504120551,17019.5977886077,16851.4302361272,..
Estonia,EST,Gini index,SI.POV.GINI,32.9,35.1,34.6,32.7,31.2,30.4,30.3,30.8,..,..
Estonia,EST,Income share held by highest 20%,SI.DST.05TH.20,40.7,42.5,42.1,40.4,39.1,38.4,38.3,38.9,..,..
Estonia,EST,Income share held by lowest 20%,SI.DST.FRST.20,7.3,6.8,7,7.5,7.8,8.1,8.1,8.1,..,..
Estonia,EST,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.14363432632276,1.7114077361075,1.3801286897961,1.15343677926787,1.06242472280824,1.35552665772423,1.36734357143627,1.17546668066103,1.09070720769718,..
Eswatini,SWZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,2646.02646175106,2824.43052804141,2865.03373548749,2910.26706882444,2858.73835635514,2829.15800275792,3004.77395997111,2887.62795801915,2773.40475433958,..
Eswatini,SWZ,Gini index,SI.POV.GINI,..,..,..,..,54.6,..,..,..,..,..
Eswatini,SWZ,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,60.2,..,..,..,..,..
Eswatini,SWZ,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,3.7,..,..,..,..,..
Eswatini,SWZ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.74948104493946,4.07237633365338,3.09237124224242,3.28064959764523,4.46767753901976,4.07704560817532,3.03008588973064,3.35892110061343,3.92047812280021,..
Ethiopia,ETH,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,367.807459975582,401.339644438422,447.103251731419,483.302871562642,540.187022606431,580.815026233202,627.461705510745,675.759224354182,715.311395176901,..
Ethiopia,ETH,Gini index,SI.POV.GINI,..,..,..,35,..,..,..,..,..,..
Ethiopia,ETH,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,43,..,..,..,..,..,..
Ethiopia,ETH,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,7.3,..,..,..,..,..,..
Ethiopia,ETH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,14.9005160248851,13.9096318097315,13.3776723203967,12.1903660779654,11.2312196572322,9.87784482046716,5.90429714018148,5.49411085590297,5.08796385377381,..
Faroe Islands,FRO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,..,..
Fiji,FJI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,4099.0899313079,..,..,..,..,..,..
Fiji,FJI,Gini index,SI.POV.GINI,..,36.7,..,..,..,..,..,30.7,..,..
Fiji,FJI,Income share held by highest 20%,SI.DST.05TH.20,..,44.7,..,..,..,..,..,39.4,..,..
Fiji,FJI,Income share held by lowest 20%,SI.DST.FRST.20,..,7.5,..,..,..,..,..,8.4,..,..
Fiji,FJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.02941223246196,1.35010126436129,1.16625535049682,1.04082506890819,1.0193938834347,1.26674111081662,1.14891871434974,1.19034106467551,1.51076320072247,..
Finland,FIN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,34790.6122656607,34265.0470621326,34470.4224788973,35152.2361994001,35845.7275695698,36626.718050664,37328.7782267368,37568.3196476923,36614.9030677685,..
Finland,FIN,Gini index,SI.POV.GINI,27.1,27.2,26.8,27.1,27.1,27.4,27.3,27.7,..,..
Finland,FIN,Income share held by highest 20%,SI.DST.05TH.20,36.7,36.6,36.4,36.7,36.6,36.9,36.8,37.1,..,..
Finland,FIN,Income share held by lowest 20%,SI.DST.FRST.20,9.4,9.3,9.4,9.4,9.4,9.4,9.3,9.2,..,..
Finland,FIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.530548901127913,0.446825124590119,0.430827285884577,0.414656545332095,0.404746809223368,0.434314755277104,0.527037211590337,0.366031241930125,0.37088566829244,..
France,FRA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,29896.2227061185,30009.2122520537,30219.0195303548,30878.4748696186,31142.6085815753,31675.958774053,31958.575751427,32473.4093767078,29009.7090866176,..
France,FRA,Gini index,SI.POV.GINI,33.1,32.5,32.3,32.7,31.9,31.6,32.4,..,..,..
France,FRA,Income share held by highest 20%,SI.DST.05TH.20,41.3,40.9,40.6,40.9,40.2,40,40.8,..,..,..
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,7.8,8,8,7.9,8,8.1,8,..,..,..
France,FRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0495195937880986,0.0488272097925625,0.0464771383820333,0.0410203207507686,0.0403949791229958,0.036551442673005,0.042895558823884,0.0341718786074928,0.031349478603127,..
French Polynesia,PYF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,4195.82929662433,4288.53050638672,4612.9386056637,4741.16655437629,4630.20234418026,4495.87238683114,5631.31207676831,5721.15995251031,5122.8046169005,..
Gabon,GAB,Gini index,SI.POV.GINI,..,..,..,..,..,38,..,..,..,..
Gabon,GAB,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,44.4,..,..,..,..
Gabon,GAB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,6,..,..,..,..
